CLASS,SECTION,CATEGORY,CATEGORY,SUBJECT,TOPIC,OP - DESCRIPTER,,
ABSTRACT RELATIONS,SECTION VIII. CAUSATION,4. INDIRECT POWER,4. INDIRECT POWER,177. liability,177. LIABILITY,,,
ABSTRACT RELATIONS,SECTION VIII. CAUSATION,5. COMBINATIONS OF CAUSES,5. COMBINATIONS OF CAUSES,178. concurrence,178. CONCURRENCE,,,
ABSTRACT RELATIONS,SECTION VIII. CAUSATION,5. COMBINATIONS OF CAUSES,5. COMBINATIONS OF CAUSES,179. counteraction,179. COUNTERACTION,,,
SPACE,SECTION I. SPACE IN GENERAL,1. ABSTRACT SPACE,1. ABSTRACT SPACE,180. space,180. SPACE,180a. inextension,,
SPACE,SECTION I. SPACE IN GENERAL,1. ABSTRACT SPACE,1. ABSTRACT SPACE,181. region,181. REGION,,,
SPACE,SECTION I. SPACE IN GENERAL,1. ABSTRACT SPACE,1. ABSTRACT SPACE,182. place,182. PLACE,,,
SPACE,SECTION I. SPACE IN GENERAL,2. RELATIVE SPACE,2. RELATIVE SPACE,183. situation,183. SITUATION,,,
SPACE,SECTION I. SPACE IN GENERAL,2. RELATIVE SPACE,2. RELATIVE SPACE,184. location,184. LOCATION,,,
SPACE,SECTION I. SPACE IN GENERAL,2. RELATIVE SPACE,2. RELATIVE SPACE,185. displacement,185. DISPLACEMENT,,,
SPACE,SECTION I. SPACE IN GENERAL,3. EXISTENCE IN SPACE,3. EXISTENCE IN SPACE,186. presence,186. PRESENCE,,,
SPACE,SECTION I. SPACE IN GENERAL,3. EXISTENCE IN SPACE,3. EXISTENCE IN SPACE,187. absence,187. ABSENCE,,,
SPACE,SECTION I. SPACE IN GENERAL,3. EXISTENCE IN SPACE,3. EXISTENCE IN SPACE,188. inhabitant,188. INHABITANT,,,
SPACE,SECTION I. SPACE IN GENERAL,3. EXISTENCE IN SPACE,3. EXISTENCE IN SPACE,189. abode,189. ABODE,,,
SPACE,SECTION I. SPACE IN GENERAL,3. EXISTENCE IN SPACE,3. EXISTENCE IN SPACE,190. contents,190. CONTENTS,,,
SPACE,SECTION I. SPACE IN GENERAL,3. EXISTENCE IN SPACE,3. EXISTENCE IN SPACE,191. receptacle,191. RECEPTACLE,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,192. size,192. SIZE,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,193. littleness,193. LITTLENESS,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,194. expansion,194. EXPANSION,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,195. contraction,195. CONTRACTION,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,196. distance,196. DISTANCE,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,197. nearness,197. NEARNESS,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,198. interval,198. INTERVAL,,,
SPACE,SECTION II. DIMENSIONS,1. GENERAL DIMENSIONS,1. GENERAL DIMENSIONS,199. contiguity,199. CONTIGUITY,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,200. length,200. LENGTH,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,201. shortness,201. SHORTNESS,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,"202. breadth, thickness","202. BREADTH, THICKNESS",,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,"203. narrowness, thinness","203. NARROWNESS, THINNESS",,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,204. layer,204. LAYER,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,205. filament,205. FILAMENT,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,206. height,206. HEIGHT,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,207. lowness,207. LOWNESS,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,208. depth,208. DEPTH,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,209. shallowness,209. SHALLOWNESS,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,210. summit,210. SUMMIT,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,211. base,211. BASE,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,212. verticality,212. VERTICALITY,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,213. horizontality,213. HORIZONTALITY,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,214. pendency,214. PENDENCY,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,215. support,215. SUPPORT,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,216. parallelism,216. PARALLELISM,216a. perpendicularity,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,217. obliquity,217. OBLIQUITY,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,218. inversion,218. INVERSION,,,
SPACE,SECTION II. DIMENSIONS,2. LINEAR DIMENSIONS,2. LINEAR DIMENSIONS,219. crossing,219. CROSSING,,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,220. exteriority,220. EXTERIORITY,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,221. interiority,221. INTERIORITY,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,222. centrality,222. CENTRALITY,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,223. covering,223. COVERING,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,224. lining,224. LINING,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,225. clothing,225. CLOTHING,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,226. divestment,226. DIVESTMENT,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,227. circumjacence,227. CIRCUMJACENCE,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,228. interposition,228. INTERPOSITION,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,229. circumscription,229. CIRCUMSCRIPTION,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,230. outline,230. OUTLINE,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,231. edge,231. EDGE,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,232. inclosure,232. INCLOSURE,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,233. limit,233. LIMIT,1. General.,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,234. front,234. FRONT,2. Special,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,235. rear,235. REAR,2. Special,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,236. laterality,236. LATERALITY,2. Special,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,237. contraposition,237. CONTRAPOSITION,2. Special,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,238. dextrality,238. DEXTRALITY,2. Special,,
SPACE,SECTION II. DIMENSIONS,3. CENTRICAL DIMENSIONS,3. CENTRICAL DIMENSIONS,239. sinistrality,239. SINISTRALITY,2. Special,,
SPACE,SECTION III. FORM,1. General Form,1. GENERAL FORM,240. form,240. FORM,,,
SPACE,SECTION III. FORM,1. General Form,1. GENERAL FORM,241. amorphism,241. AMORPHISM,,,
SPACE,SECTION III. FORM,1. General Form,1. GENERAL FORM,242. symmetry,242. SYMMETRY,,,
SPACE,SECTION III. FORM,1. General Form,1. GENERAL FORM,243. distortion,243. DISTORTION,,,
SPACE,SECTION III. FORM,2. Special Form,2. SPECIAL FORM,244. angularity,244. ANGULARITY,,,
SPACE,SECTION III. FORM,2. Special Form,2. SPECIAL FORM,245. curvature,245. CURVATURE,,,
SPACE,SECTION III. FORM,2. Special Form,2. SPECIAL FORM,246. straightness,246. STRAIGHTNESS,,,
SPACE,SECTION III. FORM,2. Special Form,2. SPECIAL FORM,247. circularity,247. CIRCULARITY,,,
SPACE,SECTION III. FORM,2. Special Form,2. SPECIAL FORM,248. convolution,248. CONVOLUTION,,,
SPACE,SECTION III. FORM,2. Special Form,2. SPECIAL FORM,249. rotundity,249. ROTUNDITY,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,250. convexity,250. CONVEXITY,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,251. flatness,251. FLATNESS,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,252. concavity,252. CONCAVITY,252a sponge,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,253. sharpness,253. SHARPNESS,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,254. bluntness,254. BLUNTNESS,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,255. smoothness,255. SMOOTHNESS,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,256. roughness,256. ROUGHNESS,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,257. notch,257. NOTCH,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,258. fold,258. FOLD,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,259. furrow,259. FURROW,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,260. opening,260. OPENING,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,261. closure,261. CLOSURE,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,262. perforator,262. PERFORATOR,,,
SPACE,SECTION III. FORM,3. Superficial Form,3. SUPERFICIAL FORM,263. stopper,263. STOPPER,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,264. motion,264. MOTION,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,265. quiescence,265. QUIESCENCE,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,266. journey,266. JOURNEY,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,267. navigation,267. NAVIGATION,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,268. traveler,268. TRAVELER,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,269. mariner,269. MARINER,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,270. transference,270. TRANSFERENCE,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,271. carrier,271. CARRIER,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,272. vehicle,272. VEHICLE,,,
SPACE,SECTION IV. MOTION,1. Motion in General,1. MOTION IN GENERAL,273. ship,273. SHIP,,,
SPACE,SECTION IV. MOTION,2. Degrees of Motion,2. DEGREES OF MOTION,274. velocity,274. VELOCITY,,,
SPACE,SECTION IV. MOTION,2. Degrees of Motion,2. DEGREES OF MOTION,275. slowness,275. SLOWNESS,,,
SPACE,SECTION IV. MOTION,3. Motion conjoined with Force,3. MOTION CONJOINED WITH FORCE,276. impulse,276. IMPULSE,,,
SPACE,SECTION IV. MOTION,3. Motion conjoined with Force,3. MOTION CONJOINED WITH FORCE,277. recoil,277. RECOIL,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,278. direction,278. DIRECTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,279. deviation,279. DEVIATION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,280. precession,280. PRECESSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,281. sequence,281. SEQUENCE,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,282. progression,282. PROGRESSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,283. regression,283. REGRESSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,284. propulsion,284. PROPULSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,285. traction,285. TRACTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,286. approach,286. APPROACH,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,287. recession,287. RECESSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,288. attraction,288. ATTRACTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,289. repulsion,289. REPULSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,290. convergence,290. CONVERGENCE,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,291. divergence,291. DIVERGENCE,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,292. arrival,292. ARRIVAL,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,293. departure,293. DEPARTURE,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,294. ingress,294. INGRESS,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,295. egress,295. EGRESS,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,296. reception,296. RECEPTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,297. ejection,297. EJECTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,298. food,298. FOOD,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,299. excretion,299. EXCRETION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,300. insertion,300. INSERTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,301. extraction,301. EXTRACTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,302. passage,302. PASSAGE,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,303. transcursion,303. TRANSCURSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,304. shortcoming,304. SHORTCOMING,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,305. ascent,305. ASCENT,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,306. descent,306. DESCENT,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,307. elevation,307. ELEVATION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,308. depression,308. DEPRESSION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,309. leap,309. LEAP,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,310. plunge,310. PLUNGE,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,311. circuition,311. CIRCUITION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,312. rotation,312. ROTATION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,313. evolution,313. EVOLUTION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,314. oscillation,314. OSCILLATION,,,
SPACE,SECTION IV. MOTION,4. Motion with reference to Direction,4. MOTION WITH REFERENCE TO DIRECTION,315. agitation,315. AGITATION,,,
MATTER,SECTION I. MATTER IN GENERAL,0. General Matter,0. GENERAL MATTER,316. materiality,316. MATERIALITY,,,
MATTER,SECTION I. MATTER IN GENERAL,0. General Matter,0. GENERAL MATTER,317. immateriality,317. IMMATERIALITY,,,
MATTER,SECTION I. MATTER IN GENERAL,0. General Matter,0. GENERAL MATTER,318. world,318. WORLD,,,
MATTER,SECTION I. MATTER IN GENERAL,0. General Matter,0. GENERAL MATTER,319. gravity,319. GRAVITY,,,
MATTER,SECTION I. MATTER IN GENERAL,0. General Matter,0. GENERAL MATTER,320. levity,320. LEVITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,321. density,321. DENSITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,322. rarity,322. RARITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,323. hardness,323. HARDNESS,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,324. softness,324. SOFTNESS,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,325. elasticity,325. ELASTICITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,326. inelasticity,326. INELASTICITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,327. tenacity,327. TENACITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,328. brittleness,328. BRITTLENESS,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,329. texture,329. TEXTURE,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,330. pulverulence,330. PULVERULENCE,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,331. friction,331. FRICTION,,,
MATTER,SECTION II. INORGANIC MATTER,1. Solid Matter,1. SOLID MATTER,332. lubrication,332. LUBRICATION,,,
MATTER,SECTION II. INORGANIC MATTER,1. Fluids in General,1. FLUIDS IN GENERAL,333. fluidity,333. FLUIDITY,2. FLUID MATTER,,
MATTER,SECTION II. INORGANIC MATTER,1. Fluids in General,1. FLUIDS IN GENERAL,334. gaseity,334. GASEITY,,,
MATTER,SECTION II. INORGANIC MATTER,1. Fluids in General,1. FLUIDS IN GENERAL,335. liquefaction,335. LIQUEFACTION,,,
MATTER,SECTION II. INORGANIC MATTER,1. Fluids in General,1. FLUIDS IN GENERAL,336. vaporization,336. VAPORIZATION,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,337. water,337. WATER,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,338. air,338. AIR,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,339. moisture,339. MOISTURE,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,340. dryness,340. DRYNESS,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,341. ocean,341. OCEAN,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,342. land,342. LAND,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,"343. gulf, lake","343. GULF, LAKE",,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,344. plain,344. PLAIN,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,345. marsh,345. MARSH,,,
MATTER,SECTION II. INORGANIC MATTER,2. Specific Fluids,2. SPECIFIC FLUIDS,346. island,346. ISLAND,,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,347. stream,347. STREAM,,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,348. river,348. RIVER,,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,349. wind,349. WIND,,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,350. conduit,350. CONDUIT,,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,351. airpipe,351. AIRPIPE,,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,352. semiliquidity,352. SEMILIQUIDITY,3. IMPERFECT FLUIDS,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,353. bubble; cloud,353. BUBBLE; CLOUD,3. IMPERFECT FLUIDS,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,354. pulpiness,354. PULPINESS,3. IMPERFECT FLUIDS,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,355. unctuousness,355. UNCTUOUSNESS,3. IMPERFECT FLUIDS,,
MATTER,SECTION II. INORGANIC MATTER,3. Fluids in Motion,3. FLUIDS IN MOTION,356. oil,356. OIL,3. IMPERFECT FLUIDS 356a. resin,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,357. organization,357. ORGANIZATION,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,358. inorganization,358. INORGANIZATION,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,359. life,359. LIFE,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,360. death,360. DEATH,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,361. killing,361. KILLING,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,362. corpse,362. CORPSE,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,363. interment,363. INTERMENT,1. Vitality in General,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,364. animality,364. ANIMALITY,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,365. vegetability,365. VEGETABILITY,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,366. animal,366. ANIMAL,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,367. vegetable,367. VEGETABLE,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,368. zoology,368. ZOOLOGY,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,369. botany,369. BOTANY,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,370. husbandry,370. HUSBANDRY,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,371. agriculture,371. AGRICULTURE,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,372. mankind,372. MANKIND,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,373. man,373. MAN,2. Special Vitality,,
MATTER,SECTION III. ORGANIC MATTER,1. VITALITY,1. VITALITY,374. woman,374. WOMAN,2. Special Vitality 374a. Sexuality,,
MATTER,SECTION III. ORGANIC MATTER,1. Sensation in General,1. SENSATION IN GENERAL,375. physical sensibility,375. PHYSICAL SENSIBILITY,,,
MATTER,SECTION III. ORGANIC MATTER,1. Sensation in General,1. SENSATION IN GENERAL,376. physical insensibility,376. PHYSICAL INSENSIBILITY,,,
MATTER,SECTION III. ORGANIC MATTER,1. Sensation in General,1. SENSATION IN GENERAL,377. physical pleasure,377. PHYSICAL PLEASURE,,,
MATTER,SECTION III. ORGANIC MATTER,1. Sensation in General,1. SENSATION IN GENERAL,378. physical pain,378. PHYSICAL PAIN,,,
MATTER,SECTION III. ORGANIC MATTER,2. Special Sensation,2. SPECIAL SENSATION,379. touch,379. TOUCH,(1) Touch,,
MATTER,SECTION III. ORGANIC MATTER,2. Special Sensation,2. SPECIAL SENSATION,380. sensations of touch,380. SENSATIONS OF TOUCH,(1) Touch,,
MATTER,SECTION III. ORGANIC MATTER,2. Special Sensation,2. SPECIAL SENSATION,381. numbness,381. NUMBNESS,(1) Touch,,
